公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,薪资,职位福利,经营范围,职位类型,公司福利,第二职位类型,城市
上海谷露软件有限公司,谷露软件,50-150人,A轮,黄浦区,python开发工程师,不限,本科,20k-40k,团队氛围好 成长空间大,"数据服务,企业服务",开发|测试|运维类,"['团队融洽', '股票期权', '扁平管理', '通讯津贴']",后端开发,上海
广州战英网络科技有限公司,战英网络,50-150人,天使轮,天河区,python开发工程师,3-5年,大专,10k-18k,"年底双薪,五险一金",游戏,开发|测试|运维类,"['年底双薪', '年终分红', '绩效奖金', '专项奖金']",后端开发,广州
上海吸引子信息科技有限公司,吸引子,15-50人,不需要融资,西湖区,python开发工程师,不限,本科,10k-20k,"五险一金,带薪休假,周末不加班,多种补贴",金融,开发|测试|运维类,[],后端开发,杭州
郑州创恒实业有限公司,郑州创恒实业有限公司,150-500人,未融资,金水区,Python开发工程师,1-3年,大专,5k-10k,"周末双休,年底双薪,全勤奖,外出旅游",移动互联网,开发|测试|运维类,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",后端开发,郑州
杭州艾耕科技有限公司,艾耕科技,150-500人,A轮,西湖区,Python开发工程师,1-3年,本科,10k-20k,"AI,技术大牛,年轻无极限,领导nic","移动互联网,数据服务",开发|测试|运维类,"['股票期权', '扁平管理', '发展前景好', '工程师文化']",后端开发,杭州
广州微宽信息技术有限公司,微宽信息,15-50人,天使轮,海珠区,Python开发工程师,3-5年,本科,15k-20k,五险一金、奖金、带薪年假、年终奖,"移动互联网,金融",开发|测试|运维类,"['带薪年假', '午餐补助', '周末双休', '年终奖']",后端开发,广州
北京高鸿兴科信息技术有限公司武汉分公司,高鸿兴科,50-150人,不需要融资,滨江区,python开发工程师,3-5年,本科,13k-18k,"福利健全,良好的发展空间","移动互联网,数据服务",开发|测试|运维类,"['年底双薪', '带薪年假', '通讯津贴', '定期体检']",后端开发,杭州
拉勾猎头,拉勾猎头,500-2000人,D轮及以上,朝阳区,Python,3-5年,本科,20k-35k,发展前景好,"移动互联网,企业服务",开发|测试|运维类,"['一手内推信息', '猎头专业服务', '名企保面试', '精准高效对接']",后端开发,北京
上海庆科信息技术有限公司,MXCHIP,150-500人,B轮,普陀区,Python开发工程师,1-3年,本科,18k-25k,行业前景好 团队氛围好,硬件,开发|测试|运维类,"['互联网风口', '物联网、高新', 'Wi-Fi', '午餐补助']",后端开发,上海
上海舟恩信息技术有限公司,舟恩信息,150-500人,不需要融资,徐汇区,python,3-5年,不限,11k-15k,互联网,移动互联网,开发|测试|运维类,[],后端开发,上海
成都晓多科技有限公司,成都晓多科技有限公司,150-500人,B轮,高新区,python开发工程师,3-5年,本科,15k-30k,"人工智能,前景广阔","企业服务,数据服务",开发|测试|运维类,"['股票期权', '年底双薪', '绩效奖金', '带薪年假']",后端开发,成都
广州回头车信息科技有限公司,省省回头车,50-150人,A轮,天河区,python开发工程师,3-5年,大专,12k-16k,"期权激励,五险一金,带薪年假,弹性工作",消费生活,开发|测试|运维类,"['五险一金', '带薪年假', '年度旅游', '岗位晋升']",后端开发,广州
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,高新区,Python研发工程师（成都）-NF,1-3年,本科,10k-15k,六险一金，餐补，通讯补贴，弹性工作时间,信息安全,开发|测试|运维类,"['技能培训', '节日礼物', '股票期权', '带薪年假']",后端开发,成都
卓尔智联集团有限公司,卓尔智联集团有限公司,2000人以上,上市公司,黄陂区,python开发工程师,1-3年,本科,6k-12k,上市公司 500强 五险一金,"移动互联网,电商",开发|测试|运维类,[],后端开发,武汉
深圳市客路网络科技有限公司,KLOOK 客路旅行,500-2000人,D轮及以上,福田区,Python工程师,1-3年,本科,10k-20k,"国际化平台,环境舒适,好玩有趣",旅游,开发|测试|运维类,"['零食水果供应', '带薪年假', '绩效奖金', '扁平管理']",后端开发,深圳
上海合合信息科技发展有限公司,名片全能王,150-500人,C轮,静安区,python开发工程师,1-3年,本科,10k-18k,五险一金 弹性工作制,移动互联网,开发|测试|运维类,"['团队建设', '技能培训', '节日礼物', '年底分红']",后端开发,上海
无锡华云数据技术服务有限公司,华云数据,500-2000人,D轮及以上,杨浦区,Python开发工程师-19170G01080,3-5年,本科,18k-28k,"年假病假,各项补贴,团建旅游","移动互联网,数据服务",开发|测试|运维类,"['节日礼物', '带薪年假', '扁平管理', '绩效奖金']",后端开发,上海
北京韦尔科技有限公司,韦尔科技,15-50人,未融资,离石区,python开发工程师,1-3年,本科,5k-10k,"发展快速,扁平化管理,节日礼品,期权激励","移动互联网,数据服务",开发|测试|运维类,"['节日礼物', '年度旅游', '弹性工作', '定期体检']",后端开发,吕梁
上海物融智能科技有限公司,物融科技,15-50人,不需要融资,闵行区,Python开发工程师,1-3年,本科,15k-30k,"高薪多福利,发展机会多,股权激励","数据服务,移动互联网",开发|测试|运维类,"['股票期权', '年终分红', '交通补助', '午餐补助']",后端开发,上海
北京升鑫网络科技有限公司,青藤云安全,150-500人,B轮,海淀区,python开发工程师,3-5年,本科,20k-40k,五险一金 不打卡 餐补 弹性工作,数据服务,开发|测试|运维类,"['五险一金', '年底双薪', '带薪年假', '扁平管理']",后端开发,北京
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,东湖新技术开发区,python开发工程师,1-3年,本科,9k-15k,五险一金；绩效奖金；股票期权,信息安全,开发|测试|运维类,"['技能培训', '节日礼物', '股票期权', '带薪年假']",后端开发,武汉
杭州艾耕科技有限公司,艾耕科技,150-500人,A轮,西湖区,python开发工程师,3-5年,本科,15k-25k,"AI,不打卡,青春无极限,领导nic","移动互联网,数据服务",开发|测试|运维类,"['股票期权', '扁平管理', '发展前景好', '工程师文化']",后端开发,杭州
南京网感至察信息科技有限公司,网感至察,15-50人,天使轮,秦淮区,python开发工程师,1-3年,本科,10k-20k,五险一金，综合意外险，带薪年假，节日福利,数据服务,开发|测试|运维类,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",后端开发,南京
飞友科技有限公司,飞常准,500-2000人,不需要融资,秦淮区,Python开发工程师（南京）,1-3年,本科,10k-18k,弹性工作,移动互联网,开发|测试|运维类,"['节日礼物', '年度旅游', '管理规范', '五险一金']",后端开发,南京
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,杨浦区,Python开发工程师,3-5年,本科,25k-40k,六险一金，弹性工作，免费三餐，餐补,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,上海
武汉市星商电子商务有限公司,星商电子商务,500-2000人,C轮,洪山区,python开发工程师,3-5年,本科,8k-16k,五险一金 年终奖金,电商,开发|测试|运维类,"['绩效奖金', '带薪年假', '年度旅游', '节日礼物']",后端开发,武汉
南通东华软件有限公司,南通东华软件,150-500人,上市公司,西湖区,Python开发工程师,3-5年,本科,8k-14k,上市公司,"信息安全,数据服务",开发|测试|运维类,[],后端开发,杭州
交银企业管理服务（上海）有限公司张江高科技园区分公司,交银企服,2000人以上,上市公司,徐汇区,Python开发工程师(金融科技),3-5年,本科,10k-20k,周末双休 五险一金 交通补贴 餐饮补贴,"移动互联网,金融",开发|测试|运维类,[],后端开发,上海
北京快快网络技术有限公司,真融宝,150-500人,B轮,海淀区,Python开发工程师,不限,本科,15k-30k,不打开 班车 BAT研发团队,金融,开发|测试|运维类,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",后端开发,北京
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师,3-5年,本科,15k-30k,"前沿技术,丰富下午茶,弹性工作,扁平管理","移动互联网,电商",开发|测试|运维类,"['股票期权', '交通补助', '带薪年假', '扁平管理']",后端开发,北京
湖北百旺金赋科技有限公司,百旺金赋,150-500人,不需要融资,东湖新技术开发区,python开发,1-3年,本科,6k-8k,"五险一金,14薪,周末双休,免费班车","移动互联网,其他",开发|测试|运维类,"['年底双薪', '交通补助', '带薪年假', '定期体检']",后端开发,武汉
深圳市长亮科技股份有限公司,长亮科技,2000人以上,上市公司,南山区,python开发工程师（运维开发）,不限,本科,15k-30k,"技术大牛,氛围好,技术前沿",企业服务,开发|测试|运维类,"['五险一金', '通讯津贴', '带薪年假', '定期体检']",后端开发,深圳
深圳市易博天下科技有限公司,易博天下,150-500人,上市公司,南山区,Python开发工程师,1-3年,大专,13k-25k,平台好 高速增长 股票期权 创业团队,"移动互联网,消费生活",开发|测试|运维类,"['年底双薪', '股票期权', '带薪年假', '创业公司范儿']",后端开发,深圳
深圳市浩海云科技有限公司,浩海云科技,15-50人,A轮,南山区,python开发工程师,1-3年,大专,12k-20k,福利待遇、发展空间、项目奖励、团队期权,"信息安全,硬件",开发|测试|运维类,"['专项奖金', '股票期权', '年终分红', '绩效奖金']",后端开发,深圳
华风爱科气象科技（北京）有限公司,华风爱科,15-50人,不需要融资,朝阳区,Python开发工程师,1-3年,硕士,15k-20k,新的行业，新的起点,"移动互联网,数据服务",开发|测试|运维类,"['绩效奖金', '午餐补助', '通讯津贴', '带薪年假']",数据开发,北京
上海智臻智能网络科技股份有限公司,小i机器人,500-2000人,上市公司,嘉定区,python开发工程师,1-3年,本科,10k-18k,"晋升空间大,福利待遇好,餐补,人工智能","企业服务,数据服务",开发|测试|运维类,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",后端开发,上海
北京币世界网络科技有限公司,币世界,150-500人,A轮,朝阳区,python开发工程师,3-5年,本科,17k-34k,五险一金 地铁周边,"移动互联网,金融",开发|测试|运维类,"['岗位晋升', '五险一金', '节日礼物']",后端开发,北京
申朴信息技术(上海)股份有限公司,申朴信息,150-500人,未融资,徐汇区,python开发,3-5年,本科,13k-18k,五险一金,金融,开发|测试|运维类,"['节日礼物', '技能培训', '免费班车', '带薪年假']",后端开发,上海
南京优玛软件科技有限公司,南京优玛软件科技有限公司,150-500人,未融资,石景山区,python开发工程师,3-5年,本科,12k-16k,补贴 团建 13薪,移动互联网,开发|测试|运维类,"['年终分红', '绩效奖金', '五险一金', '交通补助']",后端开发,北京
北京微步在线科技有限公司,微步在线,50-150人,B轮,海淀区,python开发工程师,1-3年,本科,15k-30k,"期权激励,晋升空间,带薪年假,人文关怀",信息安全,开发|测试|运维类,"['股票期权', '带薪年假', '五险一金', '扁平管理']",后端开发,北京
杭州全速网络技术有限公司,全速网络,150-500人,未融资,拱墅区,python开发工程师,3-5年,大专,15k-25k,平台 福利,"移动互联网,电商",开发|测试|运维类,"['年底双薪', '技能培训', '带薪年假', '绩效奖金']",后端开发,杭州
苏州东湾信息科技有限公司,东湾信息,15-50人,不需要融资,工业园区,Python工程师,1-3年,本科,8k-15k,五险一金,"移动互联网,企业服务",开发|测试|运维类,[],后端开发,苏州
非凡维格（北京）信息科技有限公司,FlashTrip,15-50人,A轮,朝阳区,python开发工程师,1-3年,本科,15k-30k,"国际产品,弹性工作,开放办公",旅游,开发|测试|运维类,"['股票期权', '带薪年假', '美女多', '弹性工作']",后端开发,北京
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,杨浦区,Python开发工程师,3-5年,本科,25k-40k,六险一金，弹性工作，免费三餐，餐补,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,上海
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,Python开发工程师,1-3年,本科,11k-18k,"交通便利,五险一金,节日福利,奖励休假",金融,开发|测试|运维类,"['年底双薪', '五险一金', '交通补助', '带薪年假']",后端开发,北京
武汉市星商电子商务有限公司,星商电子商务,500-2000人,C轮,洪山区,python开发工程师,1-3年,本科,8k-16k,五险一金 年终奖金,电商,开发|测试|运维类,"['绩效奖金', '带薪年假', '年度旅游', '节日礼物']",后端开发,武汉
成都新希望金融科技有限公司,希望金科,150-500人,不需要融资,高新区,Python工程师,3-5年,本科,15k-25k,"六险一金,实力平台,牛人团队,技术氛围好","移动互联网,金融",开发|测试|运维类,"['交通补助', '通讯津贴', '午餐补助', '定期体检']",后端开发,成都
驰勤信息科技（上海）有限责任公司,上海驰勤,50-150人,未融资,浦东新区,Python开发（CI/CD开发）,1-3年,本科,7k-11k,带薪年假 绩效奖金 满年调薪 交通便利,"移动互联网,电商",开发|测试|运维类,"['绩效奖金', '带薪年假', '岗位晋升', '五险一金']",后端开发,上海
北京棕榈创想科技有限公司,PALMAX,150-500人,A轮,高新区,Python开发工程师（中级）,3-5年,本科,10k-20k,"五险一金,餐补,试用期全薪",移动互联网,开发|测试|运维类,"['绩效奖金', '交通补助', '定期体检', '午餐补助']",后端开发,成都
北京向上一心科技有限公司,老虎集团,150-500人,上市公司,朝阳区,python开发工程师,不限,本科,20k-40k,"待遇优,加班少,临近地铁","移动互联网,金融",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,浦东新区,1111PB-Python开发,3-5年,本科,12k-20k,"五险一金,绩效奖金,带薪年假,定期体检",金融,开发|测试|运维类,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",后端开发,上海
上海华钦信息科技股份有限公司,CLPS,500-2000人,未融资,浦东新区,python,3-5年,本科,16k-25k,"待遇高,环境好,有前景","数据服务,金融",开发|测试|运维类,"['专项奖金', '带薪年假', '定期体检', '交通补助']",后端开发,上海
长沙蜜獾信息科技有限公司,蜜獾信息,150-500人,不需要融资,岳麓区,Python中级（SG0302）,1-3年,本科,8k-13k,"五险一金,超长带薪期,周末双休,年终奖金",移动互联网,开发|测试|运维类,"['年底双薪', '技能培训', '绩效奖金', '年度旅游']",后端开发,长沙
北京五八到家信息技术有限公司,58到家,2000人以上,D轮及以上,朝阳区,Python 开发工程师,5-10年,本科,20k-35k,创业公司,消费生活,开发|测试|运维类,"['节日礼物', '技能培训', '股票期权', '免费班车']",后端开发,北京
北京下厨房科技有限公司,下厨房,50-150人,B轮,海淀区,Python开发工程师,3-5年,本科,15k-25k,"带薪年假多,免费午餐,弹性工作制",移动互联网,开发|测试|运维类,"['五险一金', '弹性工作', '带薪年假', '股票期权']",后端开发,北京
申朴信息技术(上海)股份有限公司,申朴信息,150-500人,未融资,福田区,python开发,3-5年,本科,13k-18k,交通方便，领导nice，待遇优渥,金融,开发|测试|运维类,"['节日礼物', '技能培训', '免费班车', '带薪年假']",后端开发,深圳
光合新知（北京）科技有限公司,洋葱数学,500-2000人,D轮及以上,朝阳区,python开发工程师,1-3年,本科,7k-14k,不打卡 提供三餐 15天年假,教育,开发|测试|运维类,"['产品领先行业', '关注学习本源', '明星跨界团队', '股票期权']",后端开发,北京
东吴（苏州）金融科技有限公司,东吴在线,50-150人,不需要融资,浦东新区,Python开发工程师,3-5年,本科,15k-20k,券商系；上市公司子公司；福利优；氛围好,"金融,移动互联网",开发|测试|运维类,[],后端开发,上海
北京博派通达科技有限公司,博派通达,50-150人,A轮,朝阳区,Python开发工程师（爬虫）,1-3年,大专,12k-20k,"地铁周边,超多大牛,免费茶歇,弹性工作","移动互联网,硬件",开发|测试|运维类,"['年底双薪', '股票期权', '带薪年假', '扁平管理']",数据开发,北京
上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,海淀区,python开发,不限,本科,10k-14k,食堂 大厂经验,"企业服务,移动互联网",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
北大医疗信息技术有限公司,北大医信,500-2000人,不需要融资,海淀区,Python开发工程师,1-3年,本科,6k-12k,"五险一金,绩效奖金,年终奖,补充医疗",医疗丨健康,开发|测试|运维类,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",移动前端开发,北京
嘉联支付有限公司,嘉联支付,500-2000人,未融资,南山区,Python开发工程师,3-5年,本科,15k-25k,福利好；氛围好；领导好,"金融,移动互联网",开发|测试|运维类,"['年底双薪', '绩效奖金', '定期体检', '帅哥多']",后端开发,深圳
申朴信息技术(上海)股份有限公司,申朴信息,150-500人,未融资,徐汇区,python开发,3-5年,大专,12k-18k,五险一金,金融,开发|测试|运维类,"['节日礼物', '技能培训', '免费班车', '带薪年假']",后端开发,上海
广东盛迪嘉电子商务股份有限公司,盛迪嘉支付,500-2000人,不需要融资,南山区,python开发工程师,3-5年,本科,15k-20k,高薪酬、高福利、职业生涯规划,"移动互联网,金融",开发|测试|运维类,"['年底双薪', '带薪年假', '绩效奖金', '交通补助']",后端开发,深圳
上海数旦信息技术有限公司,数旦信息,15-50人,A轮,徐汇区,Python开发高级工程师,3-5年,本科,15k-30k,"年终奖金,股票期权,优秀团队,金融科技","移动互联网,金融",开发|测试|运维类,"['定期体检', '年度旅游', '技能培训', '领导好']",后端开发,上海
深圳市星商电子商务有限公司,星商电子商务,150-500人,不需要融资,龙岗区,python开发工程师,1-3年,本科,8k-15k,五险一金 年终奖 年度旅游,"电商,移动互联网",开发|测试|运维类,[],后端开发,深圳
上海睿畜电子科技有限公司,睿畜科技,15-50人,天使轮,嘉定区,Python 工程师,3-5年,本科,8k-15k,"五险一金,下午茶,年轻团队,高级自助餐","数据服务,硬件",开发|测试|运维类,[],后端开发,上海
互道信息技术（上海）有限公司,NextTao 互道信息,50-150人,B轮,浦东新区,初级python开发,1-3年,本科,8k-15k,"技术前沿,大数据平台","移动互联网,电商",开发|测试|运维类,"['节日礼物', '技能培训', '年底双薪', '年度旅游']",后端开发,上海
竹间智能科技（上海）有限公司,竹间智能科技(上海)有限公司,150-500人,B轮,徐汇区,Python开发工程师,3-5年,本科,20k-40k,"发展空间大,弹性工作","移动互联网,其他",开发|测试|运维类,"['股票期权', '年假≥12天', '开放透明氛围', '技术黑科技']",后端开发,上海
深圳前海联易融金融服务有限公司,联易融linklogis,150-500人,C轮,南山区,Python开发工程师,不限,本科,15k-28k,六险一金;弹性办公;福利满满;风口行业,"移动互联网,金融",开发|测试|运维类,"['带薪年假', '定期体检', '六险一金', '婚育礼金']",后端开发,深圳
优维科技（深圳）有限公司,优维科技,50-150人,B轮,浦东新区,Python开发工程师—上海,1-3年,本科,10k-20k,"带薪年假,年度旅游,五险一金","移动互联网,企业服务",开发|测试|运维类,"['年底双薪', '午餐补助', '股票期权', '弹性工作']",后端开发,上海
杭州慧川智能科技有限公司,慧川智能 (Hunch.AI),15-50人,A轮,西湖区,高级python,3-5年,大专,20k-30k,弹性工作，工作氛围环境好,移动互联网,开发|测试|运维类,"['弹性工作', '年度旅游', '帅哥多', '美女多']",后端开发,杭州
上海奥飞游戏有限公司,奥飞游戏深圳分公司,150-500人,A轮,南山区,Python开发工程师,1-3年,大专,6k-10k,福利好、工作氛围活跃，老板很nice,游戏,开发|测试|运维类,[],后端开发,深圳
北京融联世纪信息技术有限公司,时光金科,500-2000人,未融资,海淀区,Python研发工程师(001482),3-5年,本科,20k-30k,"千万级用户,高并发系统,团队大牛多",金融,开发|测试|运维类,[],后端开发,北京
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,上市公司,朝阳区,python开发工程师,5-10年,本科,20k-30k,上市公司，发展前景好,金融,开发|测试|运维类,"['年底双薪', '股票期权', '带薪年假', '定期体检']",后端开发,北京
北京棕榈创想科技有限公司,PALMAX,150-500人,A轮,高新区,python开发工程师,3-5年,本科,10k-20k,五险一金 试用期全薪 餐补 14薪,移动互联网,开发|测试|运维类,"['绩效奖金', '交通补助', '定期体检', '午餐补助']",后端开发,成都
达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,武侯区,python开发工程师,1-3年,本科,10k-18k,AI 六险一金 准独角兽 技术氛围极佳,人工智能,开发|测试|运维类,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']",后端开发,成都
风变科技（深圳）有限公司,风变科技（深圳）有限公司,150-500人,A轮,南山区,Python工程师（运维方向）,1-3年,本科,10k-20k,"百万级用户,数据驱动,科技前沿,高效工作","移动互联网,教育",开发|测试|运维类,"['专项奖金', '带薪年假', '定期体检', '六险一金']",运维,深圳
四川弘和通讯有限公司,四川弘和集团,150-500人,A轮,武侯区,python开发,3-5年,本科,10k-15k,人工智能,移动互联网,开发|测试|运维类,"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",后端开发,成都
千言信息技术（上海）有限公司,italki,50-150人,A轮,黄浦区,高级后端开发工程师-Python,5-10年,本科,20k-30k,国际化平台，员工福利好，地点好，鼓励学习,"电商,教育",开发|测试|运维类,"['高端医疗保险', '国际化团队', '绩效奖金', '带薪年假']",后端开发,上海
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,Lead Go/Python/Java工程师,5-10年,本科,35k-45k,"美资互联网,技术导向,英文环境,硅谷文化","企业服务,数据服务",开发|测试|运维类,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",后端开发,北京
西安华讯科技有限责任公司,Huatek,150-500人,未融资,高新技术产业开发区,python开发,3-5年,不限,10k-20k,"双休,五险一金,年假,公司旅游，产品","电商,移动互联网",开发|测试|运维类,[],后端开发,西安
湖南智圭谷信息技术咨询服务有限公司,湖南智圭谷信息技术,15-50人,未融资,雨花区,python开发工程师,3-5年,本科,10k-15k,可以往培训讲师方面发展,教育 软件开发,开发|测试|运维类,[],后端开发,长沙
上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,海淀区,Python开发工程师,1-3年,本科,10k-15k,五险一金 带薪年假 技术大牛 氛围好,"企业服务,移动互联网",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
东方财富信息股份有限公司,东方财富,2000人以上,上市公司,徐汇区,Python开发工程师（证券）,1-3年,本科,15k-25k,五险一金、上市公司、职级晋升、定期体检,金融,开发|测试|运维类,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",后端开发,上海
小桨乘风网络科技（北京）有限公司,V8实拍,150-500人,B轮,朝阳区,高级python开发工程师,3-5年,本科,25k-50k,"大牛云集,工程师文化,一年15薪",移动互联网,开发|测试|运维类,"['股票期权', '带薪年假', '午餐补助', '定期体检']",后端开发,北京
特赞（上海）信息科技有限公司,特赞|Tezign,50-150人,B轮,徐汇区,Python开发工程师,3-5年,本科,25k-40k,大牛云集 培训机会 优厚福利 晋升机制,移动互联网,开发|测试|运维类,"['技能培训', '扁平管理', '弹性工作', '全员持股']",后端开发,上海
杭州迪英加科技有限公司,迪英加,15-50人,A轮,余杭区,python开发工程师,1-3年,本科,10k-15k,学习提升机会多 大牛多,人工智能,开发|测试|运维类,[],后端开发,杭州
北京瑞莱智慧科技有限公司,RealAI,15-50人,天使轮,海淀区,资深Python工程师,不限,本科,18k-36k,"大牛带队,扁平化管理,弹性工作,高日薪",人工智能,开发|测试|运维类,[],后端开发,北京
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,Python开发工程师-小米电视,3-5年,本科,15k-30k,创业氛围,硬件,开发|测试|运维类,"['快速成长', '免费班车', '扁平管理', '技能培训']",后端开发,北京
北京向上一心科技有限公司,老虎集团,150-500人,上市公司,朝阳区,Python开发工程师,1-3年,本科,20k-35k,"六险一金,绩效奖金,发展空间大,股票期权","移动互联网,金融",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
深圳市文德数慧科技开发有限责任公司,文德数慧,150-500人,不需要融资,海淀区,python开发,3-5年,本科,12k-18k,五险一金 年底双薪 双休,企业服务,开发|测试|运维类,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",后端开发,北京
广府数字（深圳）股份有限公司,广府数字,15-50人,未融资,天河区,Python工程师,不限,大专,12k-18k,"打造千万级,原始股权,公司核心骨,报酬丰厚","区块链,电商",开发|测试|运维类,[],后端开发,广州
中电太极（集团）有限公司,中电太极（集团）有限公司,2000人以上,不需要融资,海淀区,Python开发工程师,3-5年,本科,15k-30k,福利待遇佳，发展空间大,"信息安全,数据服务",开发|测试|运维类,[],后端开发,北京
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,南山区,Python 客户端开发工程师,1-3年,本科,15k-30k,"创新产品,牛人密集,从0到1,项目奖金","硬件,其他",开发|测试|运维类,"['无人驾驶', '国际标准', '车厂合作', '海归团队']",后端开发,深圳
互道信息技术（上海）有限公司,NextTao 互道信息,50-150人,B轮,浦东新区,Python高级开发工程师,3-5年,本科,18k-30k,互联网零售革命的推动者,"移动互联网,电商",开发|测试|运维类,"['节日礼物', '技能培训', '年底双薪', '年度旅游']",后端开发,上海
深圳市一面网络技术有限公司,一面数据,50-150人,A轮,南山区,Python 工程师（数据平台方向）,1-3年,本科,10k-20k,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '海归精英团队', 'Geek分享', '绩效奖金']",后端开发,深圳
上海宏路数据技术股份有限公司,Hypers,50-150人,上市公司,虹口区,Python开发工程师,不限,不限,7k-14k,扁平化 成长快 氛围好,移动互联网,开发|测试|运维类,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",后端开发,上海
优维科技（深圳）有限公司,优维科技,50-150人,B轮,市中区,python开发工程师-济南,3-5年,本科,8k-15k,"BAT系,年底奖金,氛围好","移动互联网,企业服务",开发|测试|运维类,"['年底双薪', '午餐补助', '股票期权', '弹性工作']",后端开发,济南
南京华苏科技有限公司,华苏科技,2000人以上,上市公司,西城区,python开发工程师,1-3年,本科,7k-12k,五险一金 双休 节假福利,"移动互联网,企业服务",开发|测试|运维类,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",后端开发,北京
爱笔（北京）智能科技有限公司,Aibee,150-500人,A轮,海淀区,Python开发工程师-计算平台 ,不限,不限,15k-30k,人工智能 创业氛围,"移动互联网,企业服务",开发|测试|运维类,"['国际化团队', '计算机视觉', '语音识别', '自然语言理解']",后端开发,北京
上海卫莎网络科技有限公司,Versa,50-150人,A轮,徐汇区,Python研发工程师,1-3年,不限,15k-25k,"AI,扁平化,弹性工作,交通方便","移动互联网,文娱丨内容",开发|测试|运维类,"['年底双薪', '股票期权', '帅哥多', '扁平管理']",后端开发,上海
江曲投资咨询（上海）有限公司,Student.com,150-500人,C轮,静安区,Python高级开发工程师,5-10年,本科,15k-30k,活力团队，技术牛人,电商,开发|测试|运维类,"['技能培训', '带薪年假', '岗位晋升', '五险一金']",后端开发,上海
深圳市一面网络技术有限公司,一面数据,50-150人,A轮,南山区,Python 工程师（产品研发）,1-3年,本科,10k-20k,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '海归精英团队', 'Geek分享', '绩效奖金']",后端开发,深圳
北京向上一心科技有限公司,老虎集团,150-500人,上市公司,朝阳区,python开发工程师,3-5年,本科,20k-35k,技术氛围好；交通便利,"移动互联网,金融",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
上海道客网络科技有限公司,DAOCLOUD,150-500人,B轮,杨浦区,Python开发工程师 （上海/北京）,3-5年,本科,15k-30k,"15天年假,5天病假,技术氛围,年终多薪","企业服务,数据服务",开发|测试|运维类,"['工程师文化', '业界大牛', '改变世界', '豪华团队']",后端开发,上海
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,Python开发工程师-供应链开发,3-5年,不限,15k-25k,七险一金；大牛带队；上升空间,旅游,开发|测试|运维类,"['股票期权', '十四薪', '零食饮料水果', '团队氛围好']",后端开发,北京
腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,南山区,python开发工程师,3-5年,本科,20k-40k,架构设计，项目锻炼，职业成长,社交,开发|测试|运维类,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",后端开发,深圳
北京快快网络技术有限公司,真融宝,150-500人,B轮,海淀区,Python中级开发工程师,不限,本科,20k-25k,"六险一金,有餐补,团队氛围好，成长空间大",金融,开发|测试|运维类,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",后端开发,北京
